date, pm25, pm10, o3, no2, so2, co, psi
2020/9/1, 51, 26, 12, , 2, 3, 
2020/9/2, 47, 24, 7, , 3, 4, 
2020/9/3, 41, 21, 6, , 2, 3, 
2020/9/4, 31, 21, 2, , 2, 5, 
2020/9/5, 59, , , , , , 
2020/8/1, 65, 27, 23, , 1, 4, 
2020/8/2, 72, 24, 20, , 2, , 
2020/8/3, 61, 19, 7, , 4, , 
2020/8/4, 42, 15, 12, , 4, , 
2020/8/5, 39, 16, 11, , 1, , 
2020/8/6, 46, 19, 15, , 2, , 
2020/8/7, 55, 19, 15, , 2, 4, 
2020/8/8, 51, 21, 15, , 2, 4, 
2020/8/9, 59, 24, 18, , 1, 4, 
2020/8/10, 68, 26, 17, , 1, 4, 
2020/8/11, 73, 27, 11, , 1, 4, 
2020/8/12, 57, 20, 12, , 2, 4, 
2020/8/13, 48, 17, 6, , 2, 4, 
2020/8/14, 48, 20, 14, , 2, 6, 
2020/8/15, 57, 18, 15, , 3, 4, 
2020/8/16, 46, 16, 8, , 2, 5, 
2020/8/17, 37, 17, 10, , 3, 4, 
2020/8/18, 47, 18, 8, , 2, 4, 
2020/8/19, 44, 18, 9, , 2, 4, 
2020/8/20, 48, 18, 17, , 2, 4, 
2020/8/21, 47, 22, 14, , 2, 4, 
2020/8/22, 48, 22, 4, , 3, 5, 
2020/8/23, 47, 19, 15, , 2, 6, 
2020/8/24, 39, 19, 9, , 1, 5, 
2020/8/25, 34, 19, 10, , 1, 3, 
2020/8/26, 32, 20, 13, , 1, 3, 
2020/8/27, 43, 22, 15, , 1, 3, 
2020/8/28, 52, 23, 9, , 1, 5, 
2020/8/29, 52, 21, 13, , 2, 4, 
2020/8/30, 41, 21, 14, , 2, 4, 
2020/8/31, 48, 24, 11, , , , 
2020/7/1, 37, 24, 13, , 2, 3, 
2020/7/2, 30, 20, 12, , 3, 4, 
2020/7/3, 27, 21, 12, , 3, 3, 
2020/7/4, 27, 23, 15, , 3, 3, 
2020/7/5, 34, 23, 13, , 3, 3, 
2020/7/6, 34, 23, 8, , 3, 4, 
2020/7/7, 28, 25, 6, , 6, 4, 
2020/7/8, 37, 25, 4, , 10, 3, 
2020/7/9, 30, 24, 11, , 5, 3, 
2020/7/10, 35, 26, 7, , 3, 4, 
2020/7/11, 36, 28, 10, , 3, 4, 
2020/7/12, 34, 25, 6, , 3, 3, 
2020/7/13, 27, 23, 7, , 4, 3, 
2020/7/14, 30, 23, 6, , 3, , 
2020/7/15, 28, 24, 11, , 4, 4, 
2020/7/16, 31, 24, 11, , 4, 4, 
2020/7/17, 26, 23, 7, , 4, 4, 
2020/7/18, 30, 28, 12, , 4, 5, 
2020/7/19, 38, 23, 12, , 3, 3, 
2020/7/20, 27, 23, 14, , 2, 4, 
2020/7/21, 31, 24, 8, , 3, , 
2020/7/22, 31, 26, 8, , 2, 4, 
2020/7/23, 35, 25, 8, , 2, 3, 
2020/7/24, 36, 17, 7, , 3, 3, 
2020/7/25, 35, 17, 13, , 2, 3, 
2020/7/26, 49, 21, 12, , 2, 4, 
2020/7/27, 51, 18, 12, , 2, 3, 
2020/7/28, 50, 22, 8, , 2, 4, 
2020/7/29, 56, 27, 13, , 2, 5, 
2020/7/30, 67, 23, 16, , 2, 4, 
2020/7/31, 61, 24, 19, , 3, 4, 
2020/6/1, 41, 21, 17, , 3, 5, 
2020/6/2, 28, 19, 12, , 4, 5, 
2020/6/3, 29, 19, 10, , 4, 5, 
2020/6/4, 24, 19, 9, , 4, 4, 
2020/6/5, 27, 21, 10, , 3, 4, 
2020/6/6, 40, 28, 13, , 4, 4, 
2020/6/7, 45, 25, 30, , 5, , 
2020/6/8, 43, 24, 14, , 4, , 
2020/6/9, 34, 24, 15, , 4, , 
2020/6/10, 31, 25, 13, , 4, 4, 
2020/6/11, 32, 25, 7, , 4, 4, 
2020/6/12, 38, 26, 7, , 4, 4, 
2020/6/13, 34, 24, 14, , 4, 5, 
2020/6/14, 48, 27, 12, , 3, 4, 
2020/6/15, 35, 26, 10, , 4, 5, 
2020/6/16, 42, 27, 7, , 5, 4, 
2020/6/17, 39, 24, 7, , 7, 5, 
2020/6/18, 42, 23, 9, , 8, 4, 
2020/6/19, 34, 21, 4, , 4, 4, 
2020/6/20, 34, 23, 5, , 5, 5, 
2020/6/21, 30, 24, 6, , 4, 5, 
2020/6/22, 41, 22, 5, , 2, 4, 
2020/6/23, 24, 19, 6, , 2, 3, 
2020/6/24, 25, 21, 10, , 2, , 
2020/6/25, 37, 24, 13, , 3, 4, 
2020/6/26, 44, 29, 13, , 2, 4, 
2020/6/27, 43, 29, 11, , 2, , 
2020/6/28, 36, 27, 12, , 2, 3, 
2020/6/29, 43, 30, 15, , 2, 3, 
2020/6/30, 43, 28, 10, , 2, 3, 
2020/5/1, 34, 25, 22, , 4, 4, 
2020/5/2, 38, 24, 24, , 3, 4, 
2020/5/3, 39, 26, 9, , 4, 4, 
2020/5/4, 48, 28, 36, , 2, 5, 
2020/5/5, 50, 27, 16, , 4, 4, 
2020/5/6, 44, 24, 22, , 5, 4, 
2020/5/7, 50, 25, 14, , 6, 4, 
2020/5/8, 36, 22, 12, , 5, , 
2020/5/9, 29, 19, 12, , 2, 4, 
2020/5/10, 27, 20, 11, , 2, 4, 
2020/5/11, 22, 21, 15, , 2, , 
2020/5/12, 25, 22, 14, , 3, 4, 
2020/5/13, 31, 23, 25, , 5, 4, 
2020/5/14, 40, 21, 26, , 3, 4, 
2020/5/15, 41, 20, 12, , 3, 4, 
2020/5/16, 33, 20, 12, , 3, , 
2020/5/17, 29, 20, 19, , 5, 4, 
2020/5/18, 33, 23, 16, , 6, 5, 
2020/5/19, 45, 24, 10, , 6, 4, 
2020/5/20, 37, 28, 35, , 13, 5, 
2020/5/21, 48, 33, 16, , 4, 6, 
2020/5/22, 47, 25, 13, , 5, 5, 
2020/5/23, 45, 23, 20, , 7, , 
2020/5/24, 36, 23, 17, , 4, , 
2020/5/25, 42, 28, 22, , 4, 5, 
2020/5/26, 55, 27, 17, , 5, 5, 
2020/5/27, 33, 24, 18, , 4, 5, 
2020/5/28, 38, 24, 12, , 4, 5, 
2020/5/29, 38, 26, 17, , 7, 5, 
2020/5/30, 42, 27, 11, , 3, 6, 
2020/5/31, 44, 26, 7, , 4, 6, 
2020/4/1, 44, 20, 18, , 2, 5, 
2020/4/2, 43, 21, 19, , 2, 5, 
2020/4/3, 39, 20, 17, , 2, 4, 
2020/4/4, 44, 20, 16, , 2, 4, 
2020/4/5, 46, 24, 16, , 2, 5, 
2020/4/6, 51, 20, 17, , 2, 5, 
2020/4/7, 32, 17, 18, , 3, 4, 
2020/4/8, 38, 22, 26, , 3, 4, 
2020/4/9, 46, 20, 27, , 3, 4, 
2020/4/10, 42, 20, 24, , 2, , 
2020/4/11, 40, 19, 22, , 3, 5, 
2020/4/12, 38, 19, 18, , 2, 5, 
2020/4/13, 43, 19, 25, , 2, , 
2020/4/14, 32, 21, 23, , 2, , 
2020/4/15, 47, 19, 23, , 3, 5, 
2020/4/16, 38, 18, 26, , 3, 5, 
2020/4/17, 45, 19, 24, , 3, 5, 
2020/4/18, 39, 20, 20, , 3, 5, 
2020/4/19, 45, 17, 19, , 3, 5, 
2020/4/20, 31, 18, 17, , 2, 5, 
2020/4/21, 41, 18, 14, , 2, 5, 
2020/4/22, 36, 17, 13, , 2, 5, 
2020/4/23, 37, 20, 17, , 3, 4, 
2020/4/24, 41, 19, 14, , 3, 4, 
2020/4/25, 36, 22, 20, , 3, 5, 
2020/4/26, 49, 19, 9, , 3, 4, 
2020/4/27, 35, 23, 22, , 6, 4, 
2020/4/28, 38, 23, 25, , 3, 4, 
2020/4/29, 36, 23, 21, , 5, 4, 
2020/4/30, 41, 23, 15, , 3, 4, 
2020/3/1, 41, 26, 17, , 3, 4, 
2020/3/2, 34, 24, 10, , 3, 4, 
2020/3/3, 44, 23, 20, , 3, , 
2020/3/4, 41, 25, 13, , 3, 5, 
2020/3/5, 50, 28, 16, , 3, 5, 
2020/3/6, 48, 28, 14, , 3, 4, 
2020/3/7, 39, 30, 21, , 4, 4, 
2020/3/8, 40, 34, 39, , 5, 4, 
2020/3/9, 62, 35, 27, , 4, 4, 
2020/3/10, 54, 34, 30, , 3, 5, 
2020/3/11, 61, 39, 26, , 3, 5, 
2020/3/12, 57, 29, 15, , 3, 4, 
2020/3/13, 41, 24, 19, , 2, 4, 
2020/3/14, 36, 23, 18, , 2, , 
2020/3/15, 36, 21, 16, , 3, , 
2020/3/16, 37, 28, 20, , 2, 4, 
2020/3/17, 48, 31, 17, , 3, 5, 
2020/3/18, 53, 27, 22, , 3, , 
2020/3/19, 48, 24, 26, , 3, , 
2020/3/20, 36, 21, 22, , 2, 5, 
2020/3/21, 46, 23, 17, , 2, 5, 
2020/3/22, 33, 25, 11, , 2, 6, 
2020/3/23, 42, 19, 17, , 3, 5, 
2020/3/24, 36, 19, 16, , 2, 5, 
2020/3/25, 43, 20, 17, , 2, 5, 
2020/3/26, 34, 22, 15, , 3, 5, 
2020/3/27, 37, 20, 18, , 3, 5, 
2020/3/28, 31, 21, 27, , 2, 5, 
2020/3/29, 39, 21, 27, , 3, 5, 
2020/3/30, 37, 19, 24, , 3, 6, 
2020/3/31, 40, 20, 22, , 2, 6, 
2020/2/1, 34, 29, 22, , 1, 5, 
2020/2/2, 55, 33, 23, , 1, 5, 
2020/2/3, 51, 30, 26, , 1, 5, 
2020/2/4, 46, 34, 21, , 1, 5, 
2020/2/5, 51, 33, 21, , , , 
2020/2/6, 44, 31, 20, , , , 
2020/2/7, 43, 37, 20, , , 4, 
2020/2/8, 45, 29, 13, , , 5, 
2020/2/9, 34, 16, 18, , , 5, 
2020/2/10, 23, 20, 10, , 2, 5, 
2020/2/11, 32, 23, 17, , 1, 5, 
2020/2/12, 35, 32, 16, , 1, 5, 
2020/2/13, 44, 34, 18, , 1, 5, 
2020/2/14, 41, 35, 29, , 2, , 
2020/2/15, 49, 32, 37, , 3, 6, 
2020/2/16, 48, 29, 20, , 4, 5, 
2020/2/17, 27, 20, 11, , 1, , 
2020/2/18, 27, 31, 17, , 2, 5, 
2020/2/19, 46, 32, 21, , 1, 5, 
2020/2/20, 38, 30, 15, , 1, 5, 
2020/2/21, 37, 33, 18, , 2, 4, 
2020/2/22, 40, 37, 20, , 2, 4, 
2020/2/23, 43, 33, 16, , 2, 5, 
2020/2/24, 44, 41, 20, , 2, 6, 
2020/2/25, 48, 35, 18, , 2, , 
2020/2/26, 39, 29, 19, , , , 
2020/2/27, 38, 35, 15, , , 7, 
2020/2/28, 42, 36, 23, , 3, 6, 
2020/2/29, 50, 31, 23, , 3, 6, 
2020/1/1, 35, 27, 13, , 1, 4, 
2020/1/2, 40, 31, 14, , 1, , 
2020/1/3, 44, 29, 16, , 1, , 
2020/1/4, 42, 29, 19, , 1, 4, 
2020/1/5, 41, 28, 15, , 1, 5, 
2020/1/6, 36, 19, 13, , 1, 4, 
2020/1/7, 25, 21, 14, , 2, , 
2020/1/8, 30, 28, 15, , 2, 4, 
2020/1/9, 44, 29, 11, , 2, 4, 
2020/1/10, 40, 27, 16, , 2, 5, 
2020/1/11, 46, 30, 27, , 2, 4, 
2020/1/12, 53, 32, 20, , 2, 5, 
2020/1/13, 47, 28, 16, , 2, 4, 
2020/1/14, 41, 28, 17, , 1, 3, 
2020/1/15, 47, 35, 15, , 1, 3, 
2020/1/16, 72, 45, 14, , 1, 3, 
2020/1/17, 76, 35, 12, , 1, 3, 
2020/1/18, 50, 26, 15, , 1, 3, 
2020/1/19, 46, 29, 12, , 1, 4, 
2020/1/20, 53, 25, 9, , 1, 3, 
2020/1/21, 48, 32, 12, , 1, 3, 
2020/1/22, 50, 28, 15, , 1, 4, 
2020/1/23, 42, 26, 17, , 1, 3, 
2020/1/24, 46, 30, 23, , 1, 3, 
2020/1/25, 51, 32, 25, , 1, 3, 
2020/1/26, 55, 28, 18, , 1, 3, 
2020/1/27, 38, 27, 17, , 1, 3, 
2020/1/28, 40, 23, 14, , 1, 4, 
2020/1/29, 32, 20, 19, , 1, 4, 
2020/1/30, 29, 20, 20, , 1, 4, 
2020/1/31, 39, 24, 23, , 1, 4, 
2019/10/1, 70, 31, 11, , 8, 6, 
2019/10/2, 56, 28, 14, , 7, 6, 
2019/10/3, 48, 20, 12, , 10, 5, 
2019/10/4, 42, 23, 17, , 8, 5, 
2019/10/5, 47, 27, 20, , 8, 30, 
2019/10/6, 52, 30, 10, , 10, 5, 
2019/10/7, 47, 25, 10, , 9, 5, 
2019/10/8, 55, 29, 10, , 9, 5, 
2019/10/9, 56, 32, 29, , 7, 6, 
2019/10/10, 78, 38, 15, , 7, 6, 
2019/10/11, 65, 26, 12, , 7, 4, 
2019/10/12, 45, 31, 12, , 10, 4, 
2019/10/13, 52, 29, 18, , 10, 4, 
2019/10/14, 52, 33, 17, , 9, 6, 
2019/10/15, 63, 31, 15, , 7, 4, 
2019/10/16, 45, 26, 8, , 7, 4, 
2019/10/17, 44, 33, 11, , 9, 6, 
2019/10/18, 64, 35, 20, , 9, 6, 
2019/10/19, 73, 39, 15, , 9, 6, 
2019/10/20, 62, 28, 8, , 9, 5, 
2019/10/21, 40, 27, 3, , 10, 6, 
2019/10/22, 46, 27, 15, , 15, 7, 
2019/10/23, 60, 40, 12, , 13, 8, 
2019/10/24, 79, 36, 15, , 11, 6, 
2019/10/25, 60, 31, 10, , 14, 7, 
2019/10/26, 57, 26, 18, , 7, 7, 
2019/10/27, 46, 31, 11, , 8, 6, 
2019/10/28, 42, 29, 17, , 12, 7, 
2019/10/29, 70, 38, 24, , 11, 5, 
2019/10/30, 74, 43, 5, , 9, 8, 
2019/10/31, 91, 43, 15, , 15, 6, 
2019/11/1, 64, 41, 14, , 17, 6, 
2019/11/2, 92, 39, 15, , 14, 5, 
2019/11/3, 58, 32, 7, , 23, 7, 
2019/11/4, 98, 49, 18, , 17, 7, 
2019/11/5, 114, 44, 17, , 19, 7, 
2019/11/6, 91, 48, 25, , 11, 7, 
2019/11/7, 107, 42, 15, , 8, 4, 
2019/11/8, 55, 28, 21, , 11, 5, 
2019/11/9, 75, 41, 36, , 19, 5, 
2019/11/10, 67, 41, 16, , 24, 6, 
2019/11/11, 82, 45, 21, , 13, 7, 
2019/11/12, 100, 59, 41, , 8, 10, 
2019/11/13, 145, 51, 20, , 8, 6, 
2019/11/14, 70, 29, 16, , 2, 6, 
2019/11/15, 45, 27, 24, , 3, 6, 
2019/11/16, 53, 34, 25, , 5, 6, 
2019/11/17, 54, 34, 21, , 5, 5, 
2019/11/18, 56, 32, 14, , 3, 5, 
2019/11/19, 51, 27, 7, , 2, 5, 
2019/11/20, 50, 23, 8, , 1, 10, 
2019/11/21, 38, 20, 12, , 1, 4, 
2019/11/22, 32, 18, 13, , 1, 5, 
2019/11/23, 27, 20, 20, , 1, 15, 
2019/11/24, 37, 28, 20, , 3, 6, 
2019/11/25, 50, 24, 14, , 4, 5, 
2019/11/26, 27, 24, 11, , 2, 5, 
2019/11/27, 36, 30, 9, , 4, 5, 
2019/11/28, 41, 26, 8, , 2, 4, 
2019/11/29, 33, 22, 14, , 1, 5, 
2019/11/30, 36, 24, 19, , 2, 5, 
2019/12/1, 35, 21, 13, , 2, 5, 
2019/12/2, 28, 25, 14, , 1, 5, 
2019/12/3, 41, 41, 18, , 1, 6, 
2019/12/4, 57, 40, 19, , 1, 7, 
2019/12/5, 56, 37, 25, , 1, 6, 
2019/12/6, 54, 35, 27, , 1, 6, 
2019/12/7, 51, 34, 22, , 2, 6, 
2019/12/8, 39, 19, 16, , 1, 5, 
2019/12/9, 25, 23, 11, , 1, 6, 
2019/12/10, 51, 24, 9, , 1, 5, 
2019/12/11, 26, 23, 19, , 1, 4, 
2019/12/12, 43, 34, 15, , 1, 4, 
2019/12/13, 47, 19, 6, , 1, 5, 
2019/12/14, 27, 16, 5, , 1, 5, 
2019/12/15, 26, 16, 11, , 1, 4, 
2019/12/16, 27, 20, 4, , 2, 4, 
2019/12/17, 32, 26, 12, , 2, 6, 
2019/12/18, 43, 23, 11, , 2, 5, 
2019/12/19, 30, 23, 11, , 2, 4, 
2019/12/20, 40, 25, 8, , 1, 4, 
2019/12/21, 39, 18, 11, , 1, 4, 
2019/12/22, 27, 20, 15, , 1, 4, 
2019/12/23, 44, 25, 11, , , , 
2019/12/24, 37, 24, 15, , 2, , 
2019/12/25, 44, 26, 13, , 1, , 
2019/12/26, 44, 25, 16, , 1, 3, 
2019/12/27, 44, 30, 15, , 2, 4, 
2019/12/28, 55, 34, 18, , 1, , 
2019/12/29, 53, , , , , , 
2019/7/1, 56, 34, 8, , 5, 5, 
2019/7/2, 64, 39, 7, , 5, 4, 
2019/7/3, 75, 38, 9, , 9, 4, 
2019/7/4, 68, 31, 4, , 9, 4, 
2019/7/5, 48, 24, 4, , 8, 5, 
2019/7/6, 37, 24, 5, , 9, 15, 
2019/7/7, 42, 22, 4, , 8, 5, 
2019/7/8, 41, 26, 8, , 10, 5, 
2019/7/9, 46, 33, 18, , 7, 4, 
2019/7/10, 50, 33, 18, , 6, 4, 
2019/7/11, 43, 28, 11, , 7, 4, 
2019/7/12, 46, 25, 13, , 7, 4, 
2019/7/13, 48, 28, 17, , 6, 36, 
2019/7/14, 49, 32, 17, , 6, 4, 
2019/7/15, 61, 30, 18, , 6, 4, 
2019/7/16, 60, 36, 20, , 4, 4, 
2019/7/17, 65, 36, 20, , 4, 4, 
2019/7/18, 59, 37, 16, , 4, 4, 
2019/7/19, 48, 35, 15, , 7, 8, 
2019/7/20, 54, 34, 12, , 8, 5, 
2019/7/21, 49, 25, 11, , 7, 5, 
2019/7/22, 33, 20, 6, , 11, 6, 
2019/7/23, 38, 22, 10, , 10, 5, 
2019/7/24, 41, 30, 17, , 7, 45, 
2019/7/25, 47, 31, 17, , 7, 45, 
2019/7/26, 47, 32, 15, , 7, 5, 
2019/7/27, 46, 31, 13, , 7, 5, 
2019/7/28, 45, 31, 15, , 6, 4, 
2019/7/29, 57, 39, 19, , 6, 4, 
2019/7/30, 64, 38, 20, , 5, 4, 
2019/7/31, 62, 35, 18, , 5, , 
2019/8/1, 57, 39, 18, , 6, 4, 
2019/8/2, 61, 37, 14, , 4, 4, 
2019/8/3, 58, 38, 14, , 3, 4, 
2019/8/4, 51, 35, 19, , 4, 4, 
2019/8/5, 68, 45, 20, , 5, 5, 
2019/8/6, 84, 51, 21, , 5, 5, 
2019/8/7, 78, 50, 23, , 6, 5, 
2019/8/8, 82, 46, 22, , 5, 4, 
2019/8/9, 81, 45, 19, , 3, 45, 
2019/8/10, 76, 42, 19, , 2, , 
2019/8/11, 70, 40, 18, , 2, 4, 
2019/8/12, 63, 39, 17, , 6, 5, 
2019/8/13, 57, 37, 17, , 5, 4, 
2019/8/14, 57, 37, 12, , 7, , 
2019/8/15, 61, 39, 15, , 6, 45, 
2019/8/16, 63, 40, 17, , 6, 5, 
2019/8/17, 79, 43, 18, , 7, 5, 
2019/8/18, 67, 37, 15, , 6, 5, 
2019/8/19, 65, 39, 19, , 6, 5, 
2019/8/20, 70, 42, 18, , 7, 4, 
2019/8/21, 70, 39, 12, , 7, 5, 
2019/8/22, 57, 35, 15, , 7, 5, 
2019/8/23, 59, 41, 18, , 7, 5, 
2019/8/24, 69, 44, 16, , 8, 5, 
2019/8/25, 75, 48, 16, , 9, 6, 
2019/8/26, 82, 37, 10, , 10, 7, 
2019/8/27, 65, 35, 7, , 17, 26, 
2019/8/28, 68, 33, 14, , 9, 5, 
2019/8/29, 62, 35, 13, , 6, 13, 
2019/8/30, 63, 37, 19, , 6, 4, 
2019/8/31, 66, 42, 20, , 4, 5, 
2019/9/1, 81, 43, 17, , 7, 53, 
2019/9/2, 79, 41, 16, , 9, 6, 
2019/9/3, 76, 36, 13, , 8, 6, 
2019/9/4, 66, 39, 22, , 8, 6, 
2019/9/5, 83, 45, 23, , 7, 5, 
2019/9/6, 85, 46, 25, , 7, 5, 
2019/9/7, 89, 45, 23, , 5, , 
2019/9/8, 87, 52, 22, , 5, 7, 
2019/9/9, 123, 58, 20, , 6, 8, 
2019/9/10, 132, 53, 14, , 6, 6, 
2019/9/11, 91, 51, 24, , 9, 6, 
2019/9/12, 134, 59, 23, , 9, 7, 
2019/9/13, 137, 58, 21, , 5, 8, 
2019/9/14, 131, 67, 28, , 6, 7, 
2019/9/15, 126, 55, 23, , 7, 4, 
2019/9/16, 108, 58, 25, , 6, 4, 
2019/9/17, 132, 71, 25, , 4, 7, 
2019/9/18, 171, 73, 21, , 6, 5, 
2019/9/19, 104, 42, 16, , 7, 2, 
2019/9/20, 83, 59, 25, , 7, 5, 
2019/9/21, 147, 65, 30, , 7, 8, 
2019/9/22, 160, 68, 17, , 7, 7, 
2019/9/23, 147, 57, 17, , 6, 7, 
2019/9/24, 124, 44, 9, , 6, 5, 
2019/9/25, 72, 38, 35, , 8, 8, 
2019/9/26, 95, 45, 22, , 10, 5, 
2019/9/27, 90, 42, 21, , 8, 6, 
2019/9/28, 95, 42, 19, , 10, 6, 
2019/9/29, 69, 31, 13, , 8, 12, 
2019/9/30, 67, 33, 9, , 10, 6, 
2019/4/1, 53, 29, 25, , 6, 5, 
2019/4/2, 58, 31, 26, , 4, 5, 
2019/4/3, 53, 25, 28, , 5, 5, 
2019/4/4, 39, 24, 21, , 2, 5, 
2019/4/5, 48, 27, 11, , 4, 3, 
2019/4/6, 50, 26, 9, , 4, 3, 
2019/4/7, 52, 26, 11, , 3, 3, 
2019/4/8, 51, 29, 10, , 2, 4, 
2019/4/9, 63, 34, 10, , 2, 5, 
2019/4/10, 67, 38, 4, , 4, 6, 
2019/4/11, 82, 35, 11, , 8, 5, 
2019/4/12, 65, 30, 8, , 11, 4, 
2019/4/13, 50, 21, 6, , 7, 4, 
2019/4/14, 42, 20, 4, , 7, 5, 
2019/4/15, 41, 21, 6, , 7, 4, 
2019/4/16, 40, 26, 8, , 6, 5, 
2019/4/17, 59, 31, 8, , 5, 4, 
2019/4/18, 68, 29, 8, , 5, 5, 
2019/4/19, 59, 32, 5, , 8, 6, 
2019/4/20, 77, 32, 11, , 5, 6, 
2019/4/21, 64, 26, 7, , 4, 5, 
2019/4/22, 52, 34, 4, , 4, 7, 
2019/4/23, 74, 31, 6, , 6, 7, 
2019/4/24, 60, 32, 11, , 7, 6, 
2019/4/25, 74, 35, 2, , 5, 6, 
2019/4/26, 58, 23, 2, , 5, 4, 
2019/4/27, 39, 32, 19, , 11, 4, 
2019/4/28, 63, 37, 11, , 11, 3, 
2019/4/29, 39, 32, 4, , 4, 4, 
2019/4/30, 64, 43, 12, , 10, 6, 
2019/5/1, 76, 42, 16, , 13, 22, 
2019/5/2, 92, 45, 14, , 12, 4, 
2019/5/3, 75, 33, 7, , 7, 5, 
2019/5/4, 51, 36, 8, , 8, 5, 
2019/5/5, 56, 28, 6, , 10, 3, 
2019/5/6, 39, 30, 9, , 9, 2, 
2019/5/7, 51, 29, 5, , 10, 2, 
2019/5/8, 37, 32, 6, , 12, 3, 
2019/5/9, 57, 32, 5, , 11, 3, 
2019/5/10, 47, 43, 3, , 14, 6, 
2019/5/11, 71, 40, 11, , 9, 6, 
2019/5/12, 60, 32, 5, , 5, 6, 
2019/5/13, 44, 34, 7, , 3, 7, 
2019/5/14, 51, 29, 6, , 3, 5, 
2019/5/15, 48, 24, 3, , 5, 2, 
2019/5/16, 55, 39, 2, , 12, 11, 
2019/5/17, 49, 33, 3, , 9, 10, 
2019/5/18, 51, 23, 2, , 3, , 
2019/5/19, 38, 24, 19, , 3, 5, 
2019/5/20, 51, 23, 12, , 3, 7, 
2019/5/21, 40, 24, 3, , 2, 7, 
2019/5/22, 39, 19, 5, , 2, 4, 
2019/5/23, 28, 20, 5, , 2, , 
2019/5/24, 38, 22, 4, , 2, 4, 
2019/5/25, 32, 19, 5, , 1, 4, 
2019/5/26, 33, 21, 4, , 2, 4, 
2019/5/27, 29, 20, 1, , 2, 5, 
2019/5/28, 32, 21, 5, , 2, 5, 
2019/5/29, 31, 20, 4, , 9, 4, 
2019/5/30, 38, 20, 5, , 11, 4, 
2019/5/31, 33, 19, 4, , 9, 4, 
2019/6/1, 32, 19, 8, , 9, 4, 
2019/6/2, 35, 21, 4, , 12, 4, 
2019/6/3, 40, 25, 7, , 13, 6, 
2019/6/4, 48, 23, 6, , 12, 8, 
2019/6/5, 28, 18, 3, , 8, 5, 
2019/6/6, 39, 19, 3, , 10, 5, 
2019/6/7, 36, 26, 3, , 15, 7, 
2019/6/8, 54, 23, 5, , 12, 29, 
2019/6/9, 44, 23, 6, , 12, 6, 
2019/6/10, 48, 24, 6, , 8, , 
2019/6/11, 39, 17, 4, , 6, 7, 
2019/6/12, 29, 18, 3, , 5, 4, 
2019/6/13, 34, 20, 3, , 6, 4, 
2019/6/14, 28, 20, 1, , 8, 5, 
2019/6/15, 39, 22, , , 9, 4, 
2019/6/16, 38, 18, 6, , 5, 4, 
2019/6/17, 29, 19, 1, , 7, 5, 
2019/6/18, 34, 20, 2, , 9, 6, 
2019/6/19, 46, 21, 4, , 10, 8, 
2019/6/20, 33, 21, 4, , 7, 7, 
2019/6/21, 35, 19, 4, , 8, 5, 
2019/6/22, 41, 22, 6, , 7, 23, 
2019/6/23, 31, 20, 6, , 7, 5, 
2019/6/24, 41, 31, 9, , 9, 4, 
2019/6/25, 66, 33, 3, , 6, 27, 
2019/6/26, 58, 33, 6, , 11, 4, 
2019/6/27, 62, 28, 5, , 6, 4, 
2019/6/28, 47, 33, 7, , 5, 5, 
2019/6/29, 68, 33, 5, , 7, 10, 
2019/6/30, 50, 28, 8, , 5, 36, 
2019/1/1, 35, 25, 37, , 2, 6, 
2019/1/2, 57, 34, 34, , 2, 7, 
2019/1/3, 68, 32, 30, , 2, 5, 
2019/1/4, 55, 38, 34, , 3, 7, 
2019/1/5, 84, 33, 22, , 2, 8, 
2019/1/6, 50, 30, 17, , 1, 27, 
2019/1/7, 45, 28, 13, , , 5, 
2019/1/8, 46, 31, 17, , 1, 5, 
2019/1/9, 49, 29, 17, , 1, 3, 
2019/1/10, 45, 26, 19, , 1, 3, 
2019/1/11, 42, 27, 22, , 1, 4, 
2019/1/12, 45, 27, 18, , 1, , 
2019/1/13, 47, 31, 14, , 1, 18, 
2019/1/14, 55, 31, 21, , 1, 4, 
2019/1/15, 50, 28, 19, , 3, 4, 
2019/1/16, 45, 22, 12, , 1, 4, 
2019/1/17, 30, 18, 9, , 1, 4, 
2019/1/18, 34, 30, 15, , 2, 5, 
2019/1/19, 47, 32, 17, , 1, , 
2019/1/20, 50, 31, 15, , , 45, 
2019/1/21, 44, 27, 15, , 1, 4, 
2019/1/22, 39, 28, 25, , 1, 25, 
2019/1/23, 48, 42, 28, , 1, 7, 
2019/1/24, 67, 44, 26, , 1, 6, 
2019/1/25, 64, 39, 26, , 1, 5, 
2019/1/26, 60, 35, 21, , , 4, 
2019/1/27, 52, 28, 15, , , 4, 
2019/1/28, 47, 31, 18, , 1, 29, 
2019/1/29, 50, 32, 19, , 1, 4, 
2019/1/30, 51, 30, 20, , 1, 4, 
2019/1/31, 49, 33, 17, , 1, 4, 
2019/2/1, 49, 30, 20, , 2, 4, 
2019/2/2, 45, 26, 19, , 3, 4, 
2019/2/3, 49, 28, 19, , 4, 5, 
2019/2/4, 52, 28, 19, , 4, 8, 
2019/2/5, 47, 25, 24, , 3, 4, 
2019/2/6, 47, 27, 20, , 3, 8, 
2019/2/7, 51, 27, 18, , 2, 4, 
2019/2/8, 52, 28, 17, , 2, 4, 
2019/2/9, 53, 28, 17, , 3, 4, 
2019/2/10, 47, 25, 22, , 1, 4, 
2019/2/11, 46, 26, 20, , 1, 4, 
