date, pm25, pm10, o3, no2, so2, co
2015/10/5, 63, 25, 20, 42, , 6
2015/10/6, 58, 24, 22, 38, , 4
2015/10/7, 41, 34, 21, 49, , 6
2015/10/8, 55, 44, 18, 52, 1, 6
2015/10/9, 80, 45, 16, 40, , 5
2015/10/10, 92, 46, 16, 37, , 4
2015/10/11, 94, 53, 9, 40, 1, 5
2015/10/12, 104, 52, 19, 44, 5, 5
2015/10/13, 98, 44, 15, 44, 2, 6
2015/10/14, 94, 36, 6, 39, 33, 6
2015/10/15, 82, 47, 3, 44, 4, 8
2015/10/16, 112, 44, 13, 46, 2, 7
2015/10/17, 88, 36, 12, 41, 2, 5
2015/10/18, 82, 53, 3, 43, 25, 7
2015/10/19, 119, 51, 7, 44, 1, 7
2015/10/20, 112, 38, 14, 53, 1, 7
2015/10/21, 77, 28, 15, 50, 1, 6
2015/10/22, 61, 37, 26, 62, , 7
2015/10/23, 68, 33, 13, 41, , 5
2015/10/24, 69, 37, 18, 41, 1, 4
2015/10/25, 71, 51, 7, 50, 1, 9
2015/10/26, 98, 51, 12, 56, , 8
2015/10/27, 84, 34, 18, 51, 1, 5
2015/10/28, 70, 36, 13, 46, 1, 5
2015/10/29, 70, 42, 9, 44, , 6
2015/10/30, 82, 51, 7, 43, , 7
2015/10/31, 110, 54, 5, 56, 1, 9
2015/11/1, 120, 52, 3, 43, 1, 7
2015/11/2, 110, 41, 10, 52, , 8
2015/11/3, 81, 31, 19, 51, , 6
2015/11/4, 65, 37, 11, 48, , 6
2015/11/5, 75, 22, 12, 38, , 6
2015/11/6, 53, 30, 11, 37, , 6
2015/11/7, 68, 29, 14, 34, , 4
2015/11/8, 68, 30, 22, 39, , 4
2015/11/9, 57, 64, 18, 45, , 6
2015/11/10, 64, 35, 12, 35, , 4
2015/11/11, 80, 50, 10, 48, 1, 7
2015/11/12, 104, 33, 22, 45, , 4
2015/11/13, 63, 27, 23, 36, , 2
2015/11/14, 50, 26, 22, 27, , 3
2015/11/15, 54, 29, 22, 35, 1, 3
2015/11/16, 55, 18, 20, 29, 16, 3
2015/11/17, 39, 30, 22, 35, 10, 4
2015/11/18, 56, 22, 20, 36, , 4
2015/11/19, 49, 23, 19, 52, , 6
2015/11/20, 54, 19, 20, 35, , 2
2015/11/21, 42, 29, 21, 51, , 4
2015/11/22, 59, 46, 16, 59, 1, 7
2015/11/23, 91, 30, 12, 44, 1, 5
2015/11/24, 73, 23, 14, 54, , 6
2015/11/25, 55, 45, 10, 62, 1, 9
2015/11/26, 85, 52, 3, 48, , 6
2015/11/27, 115, 23, 20, 43, , 3
2015/11/28, 38, 22, 26, 24, , 2
2015/11/29, 43, 20, 27, 32, , 3
2015/11/30, 34, 29, 25, 51, , 6
2015/12/1, 55, 42, 23, 62, 1, 6
2015/12/2, 71, 46, 9, 50, , 6
2015/12/3, 86, 36, 17, 54, 1, 6
2015/12/4, 70, 37, 13, 42, 1, 4
2015/12/5, 75, 38, 13, 34, , 4
2015/12/6, 78, 47, 3, 49, 1, 7
2015/12/7, 87, 37, 8, 51, 1, 6
2015/12/8, 77, 80, 15, 50, 1, 5
2015/12/9, 73, 33, 10, 40, , 5
2015/12/10, 67, 34, 9, 43, , 5
2015/12/11, 70, 31, 16, 40, 1, 4
2015/12/12, 61, 38, 16, 35, , 4
2015/12/13, 79, 48, 7, 42, 1, 7
2015/12/14, 104, 43, 4, 50, , 7
2015/12/15, 91, 48, 11, 40, 1, 6
2015/12/16, 77, 47, 5, 47, , 6
2015/12/17, 84, 50, 10, 42, 1, 6
2015/12/18, 95, 50, 4, 44, , 6
2015/12/19, 97, 37, 16, 35, , 3
2015/12/20, 73, 27, 22, 31, , 3
2015/12/21, 49, 27, 23, 38, , 4
2015/12/22, 56, 36, 19, 45, , 5
2015/12/23, 65, 32, 16, 35, , 4
2015/12/24, 69, 33, 19, 36, , 3
2015/12/25, 66, 39, 13, 43, , 4
2015/12/26, 81, 42, 10, 44, 1, 4
2015/12/27, 86, 49, 4, 47, , 6
2015/12/28, 86, 39, 18, 50, , 4
2015/12/29, 68, 36, 9, 48, 1, 4
2015/12/30, 63, , , , , 
2016/1/2, 51, 19, 20, 32, , 2
2016/1/3, 47, 28, 21, 39, , 4
2015/7/1, 81, 56, 45, 58, , 5
2015/7/2, 75, 59, 63, 68, 1, 6
2015/7/3, 77, 59, 64, 65, 1, 5
