date, pm25, pm10, o3, no2, so2, co
2016/9/25, 54, 37, 19, 53, 7, 4
2016/9/26, 61, 27, 18, 48, 7, 4
2016/9/27, 62, 35, 19, 48, 8, 4
2016/9/28, 69, 26, 22, 46, 10, 4
2016/9/29, 59, 31, 22, 56, 11, 5
2016/9/30, 65, 23, 19, 47, 7, 4
2016/4/1, 83, 32, 35, 55, 4, 5
2016/4/2, 77, 32, 29, 46, 4, 5
2016/4/3, 86, 29, 31, 60, 5, 4
2016/4/4, 70, 27, 32, 49, 5, 3
2016/4/5, 65, 26, 29, 61, 6, 4
2016/4/6, 57, 24, 22, 52, 6, 5
2016/4/7, 59, 29, 26, 54, 5, 5
2016/4/8, 70, 20, 31, 48, 5, 4
2016/4/9, 49, 18, 34, 42, 4, 4
2016/4/10, 48, 42, 19, 49, 6, 6
2016/4/11, 103, 27, 31, 61, 6, 5
2016/4/12, 63, 29, 27, 60, 6, 5
2016/4/13, 73, 32, 33, 65, 5, 4
2016/4/14, 73, 27, 28, 62, 6, 4
2016/4/15, 75, 19, 27, 39, 6, 3
2016/4/16, 60, 19, 31, 37, 4, 3
2016/4/17, 57, 29, 27, 59, 5, 6
2016/4/18, 67, 23, 33, 45, 3, 3
2016/4/19, 56, 30, 27, 45, 4, 3
2016/4/20, 60, 33, 30, 46, 4, 3
2016/4/21, 69, 28, 29, 46, 4, 3
2016/4/22, 65, 19, 30, 38, 4, 2
2016/4/23, 57, 20, 34, 34, 4, 3
2016/4/24, 60, 25, 26, 44, 6, 4
2016/4/25, 71, 19, 29, 36, 6, 2
2016/4/26, 55, 24, 31, 44, 5, 3
2016/4/27, 62, 29, 31, 53, 6, 5
2016/4/28, 72, 32, 29, 49, 5, 6
2016/4/29, 79, 21, 33, 35, 4, 4
2016/4/30, 63, 24, 36, 45, 4, 7
2016/5/1, 57, 24, 32, 32, 3, 4
2016/5/2, 60, 26, 33, 43, 4, 3
2016/5/3, 67, 33, 38, 70, 6, 5
2016/5/4, 68, 39, 42, 76, 5, 5
2016/5/5, 77, 44, 35, 71, 6, 5
2016/5/6, 96, 45, 45, 54, 6, 4
2016/5/7, 110, 29, 52, 52, 7, 3
2016/5/8, 72, 38, 40, 59, 7, 5
2016/5/9, 83, 36, 20, 49, 7, 6
2016/5/10, 92, 42, 18, 49, 8, 10
2016/5/11, 113, 42, 52, 53, 8, 5
2016/5/12, 98, 34, 39, 36, 7, 4
2016/5/13, 77, 22, 37, 34, 6, 2
2016/5/14, 59, 29, 41, 44, 5, 3
2016/5/15, 79, 34, 37, 47, 6, 4
2016/5/16, 79, 30, 37, 62, 7, 5
2016/5/17, 76, 27, 36, 61, 8, 4
2016/5/18, 70, 27, 28, 50, 8, 3
2016/5/19, 71, 26, 29, 55, 7, 5
2016/5/20, 65, 22, 29, 44, 8, 5
2016/5/21, 60, 20, 32, 34, 9, 3
2016/5/22, 59, 17, 29, 32, 6, 3
2016/5/23, 49, 17, 28, 37, 3, 2
2016/5/24, 47, 26, 34, 39, 4, 4
2016/5/25, 66, 30, 31, 59, 5, 6
2016/5/26, 72, 34, 35, 52, 4, 4
2016/5/27, 78, 32, 40, 44, 4, 3
2016/5/28, 87, 22, 37, 25, 4, 3
2016/5/29, 70, 19, 33, 21, 4, 2
2016/5/30, 62, 14, 28, 25, 5, 2
2016/5/31, 52, 18, 28, 28, 4, 2
2016/6/1, 53, 17, 33, 36, 4, 3
2016/6/2, 50, 25, 31, 42, 5, 2
2016/6/3, 75, 36, 28, 38, 5, 2
2016/6/4, 95, 33, 34, 33, 5, 2
2016/6/5, 77, 32, 25, 52, 5, 3
2016/6/6, 69, 48, 23, 78, 5, 5
2016/6/7, 93, 38, 36, 63, 5, 4
2016/6/8, 90, 34, 20, 54, 5, 1
2016/6/9, 81, 37, 40, 76, 7, 3
2016/6/10, 76, 33, 40, 57, 7, 4
2016/6/11, 82, 27, 29, 43, 8, 5
2016/6/12, 65, 32, 18, 43, 9, 4
2016/6/13, 66, 26, 19, 50, 10, 9
2016/6/14, 63, 27, 24, 54, 10, 5
2016/6/15, 64, 24, 28, 56, 10, 3
2016/6/16, 61, 25, 27, 41, 9, 4
2016/6/17, 71, 29, 22, 37, 7, 4
2016/6/18, 70, 23, 30, 40, 7, 6
2016/6/19, 60, 17, 19, 40, 8, 8
2016/6/20, 49, 23, 22, 56, 8, 9
2016/6/21, 60, 26, 18, 61, 6, 7
2016/6/22, 69, 29, 10, 58, 6, 9
2016/6/23, 75, 26, 26, 57, 7, 6
2016/6/24, 62, 18, 24, 38, 4, 3
2016/6/25, 52, 16, 25, 32, 4, 3
2016/6/26, 52, 15, 26, 27, 4, 3
2016/6/27, 44, 27, 27, 53, 5, 9
2016/6/28, 63, 23, 20, 49, 8, 7
2016/6/29, 59, 24, 25, 59, 5, 4
2016/6/30, 65, 26, 23, 54, 5, 5
2016/1/4, 54, 30, 20, 52, 12, 6
2016/1/5, 61, 38, 2, 53, 12, 7
2016/1/6, 91, 20, 26, 42, 11, 6
2016/1/7, 51, 33, 16, 58, 8, 8
2016/1/8, 71, 23, 27, 40, 3, 4
2016/1/9, 56, 18, 28, 39, 4, 5
2016/1/10, 46, 22, 24, 51, 6, 7
2016/1/11, 59, 22, 19, 43, 5, 7
2016/1/12, 55, 31, 20, 52, 5, 7
2016/1/13, 61, 18, 22, 42, 4, 4
2016/1/14, 47, 20, 19, 44, 2, 5
2016/1/15, 52, 38, 9, 50, 3, 7
2016/1/16, 82, 23, 15, 55, 2, 7
2016/1/17, 58, 34, 15, 52, 4, 7
2016/1/18, 71, 61, 1, 77, 9, 13
2016/1/19, 138, 72, 1, 89, 12, 17
2016/1/20, 159, 55, 13, 61, 6, 12
2016/1/21, 109, 42, 14, 50, 6, 10
2016/1/22, 82, 38, 16, 49, 5, 6
2016/1/23, 77, 20, 15, 35, 4, 4
2016/1/24, 60, 30, 22, 44, 5, 4
2016/1/25, 63, 31, 24, 42, 4, 3
2016/1/26, 61, 17, 28, 40, 5, 3
2016/1/27, 46, 35, 22, 52, 6, 3
2016/1/28, 58, 23, 28, 40, 5, 5
2016/1/29, 50, 27, 30, 39, 5, 7
2016/1/30, 51, 20, 21, 39, 5, 8
2016/1/31, 51, 28, 29, 38, 5, 7
2016/2/1, 59, 34, 28, 44, 6, 8
2016/2/2, 64, 25, 19, 40, 5, 9
2016/2/3, 59, 25, 20, 42, 5, 9
2016/2/4, 63, 29, 26, 48, 6, 8
2016/2/5, 63, 23, 29, 30, 6, 4
2016/2/6, 58, 18, 29, 34, 7, 6
2016/2/7, 40, 31, 32, 40, 7, 7
2016/2/8, 56, 29, 28, 51, 8, 9
2016/2/9, 58, 22, 21, 40, 7, 10
2016/2/10, 59, 48, 12, 68, 10, 12
2016/2/11, 94, 30, 16, 51, 8, 5
2016/2/12, 68, 31, 14, 41, 9, 5
2016/2/13, 83, 25, 27, 34, 7, 5
2016/2/14, 60, 30, 25, 56, 4, 6
2016/2/15, 70, 42, 22, 70, 6, 10
2016/2/16, 77, 37, 23, 70, 5, 9
2016/2/17, 74, 29, 22, 50, 6, 6
2016/2/18, 72, 35, 27, 71, 7, 8
2016/2/19, 74, 22, 29, 51, 6, 5
2016/2/20, 48, 17, 30, 40, 6, 3
2016/2/21, 42, 18, 28, 40, 7, 3
2016/2/22, 54, 28, 20, 45, 6, 4
2016/2/23, 63, 48, 10, 65, 8, 8
2016/2/24, 103, 46, 17, 67, 7, 8
2016/2/25, 104, 46, 17, 62, 7, 9
2016/2/26, 101, 34, 24, 37, 7, 7
2016/2/27, 89, 17, 30, 34, 5, 7
2016/2/28, 51, 29, 27, 49, 5, 9
2016/2/29, 62, 27, 28, 52, 6, 9
2016/3/1, 57, 23, 30, 49, 8, 8
2016/3/2, 48, 23, 29, 45, 8, 4
2016/3/3, 55, 30, 28, 58, 9, 3
2016/3/4, 58, 28, 26, 39, 3, 4
2016/3/5, 78, 29, 23, 34, 2, 3
2016/3/6, 66, 32, 25, 42, 2, 3
2016/3/7, 65, 38, 23, 61, 6, 4
2016/3/8, 77, 21, 24, 46, 3, 3
2016/3/9, 68, 43, 14, 44, 2, 5
2016/3/10, 109, 60, 14, 55, 3, 6
2016/3/11, 154, 66, 20, 49, 3, 6
2016/3/12, 162, 45, 27, 36, 1, 4
2016/3/13, 117, 32, 28, 38, 1, 3
2016/3/14, 87, 32, 42, 41, 2, 4
2016/3/15, 83, 29, 31, 37, 1, 4
2016/3/16, 76, 41, 35, 48, 2, 5
2016/3/17, 104, 25, 34, 45, 3, 4
2016/3/18, 72, 17, 38, 37, 3, 4
2016/3/19, 52, 18, 33, 35, 3, 4
2016/3/20, 52, 31, 27, 44, 4, 4
2016/3/21, 89, 34, 24, 51, 5, 5
2016/3/22, 90, 44, 19, 52, 5, 5
2016/3/23, 109, 44, 24, 71, 7, 8
2016/3/24, 101, 22, 33, 48, 6, 4
2016/3/25, 63, 24, 33, 42, 7, 2
2016/3/26, 59, 22, 33, 39, 7, 2
2016/3/27, 39, 18, 32, 39, 10, 3
2016/3/28, 44, 25, 31, 65, 8, 4
2016/3/29, 51, 28, 27, 56, 7, 5
2016/3/30, 56, 25, 27, 60, 5, 4
2016/3/31, 67, 34, 30, 68, 5, 7
2015/10/1, 66, 36, 18, 63, 3, 5
2015/10/2, 86, 50, 14, 51, 4, 6
2015/10/3, 129, 44, 33, 55, 5, 6
2015/10/4, 110, 30, 18, 46, 5, 6
2015/10/5, 82, 27, 17, 52, 6, 5
2015/10/6, 77, 28, 10, 41, 6, 4
2015/10/7, 71, 34, 17, 49, 6, 4
2015/10/8, 80, 44, 10, 61, 7, 6
2015/10/9, 102, 26, 17, 42, 3, 3
2015/10/10, 68, 38, 22, 38, 3, 3
2015/10/11, 96, 37, 20, 54, 3, 4
2015/10/12, 92, 26, 21, 52, 3, 4
2015/10/13, 67, 21, 21, 54, 2, 5
2015/10/14, 52, 28, 17, 52, 3, 6
2015/10/15, 72, 35, 22, 52, 3, 5
2015/10/16, 83, 28, 23, 38, 2, 4
2015/10/17, 68, 20, 19, 30, 2, 5
2015/10/18, 64, 26, 20, 49, 3, 5
2015/10/19, 71, 34, 15, 60, 4, 7
2015/10/20, 81, 37, 9, 57, 8, 11
2015/10/21, 88, 34, 25, 48, 6, 8
2015/10/22, 72, 39, 15, 75, 7, 9
2015/10/23, 81, 27, 23, 70, 5, 8
2015/10/24, 75, 27, 14, 58, 4, 7
2015/10/25, 68, 36, 13, 48, 5, 7
2015/10/26, 80, 48, 9, 42, 6, 9
2015/10/27, 95, 33, 15, 54, 7, 9
2015/10/28, 75, 29, 18, 55, 6, 9
2015/10/29, 67, 30, 15, 48, 6, 8
2015/10/30, 68, 50, 6, 39, 5, 8
2015/10/31, 111, 60, 4, 43, 7, 13
2015/11/1, 152, 49, 3, 40, 6, 9
2015/11/2, 116, 46, 8, 41, 7, 6
2015/11/3, 104, 40, 10, 53, 8, 5
2015/11/4, 93, 29, 18, 54, 7, 7
2015/11/5, 74, 26, 20, 43, 6, 7
2015/11/6, 69, 26, 20, 35, 6, 6
2015/11/7, 63, 24, 19, 37, 5, 6
2015/11/8, 63, 29, 26, 42, 6, 6
2015/11/9, 58, 28, 24, 44, 6, 7
2015/11/10, 64, 29, 25, 53, 6, 6
2015/11/11, 60, 36, 23, 53, 6, 6
2015/11/12, 70, 33, 28, 55, 7, 6
2015/11/13, 59, 24, 23, 44, 5, 6
2015/11/14, 58, 21, 25, 28, 4, 5
2015/11/15, 51, 27, 27, 49, 6, 7
2015/11/16, 58, 27, 27, 41, 6, 6
2015/11/17, 55, 33, 27, 43, 5, 6
2015/11/18, 60, 32, 25, 57, 7, 5
2015/11/19, 69, 30, 19, 47, 5, 3
2015/11/20, 55, 19, 26, 30, 6, 3
2015/11/21, 52, 26, 13, 41, 5, 5
2015/11/22, 67, 40, 15, 62, 7, 8
2015/11/23, 104, 28, 22, 56, 7, 7
2015/11/24, 61, 26, 17, 41, 6, 4
2015/11/25, 67, 36, 11, 52, 6, 10
2015/11/26, 78, 28, 23, 49, 6, 10
2015/11/27, 71, 26, 28, 44, 5, 10
2015/11/28, 54, 23, 29, 36, 5, 10
2015/11/29, 51, 23, 26, 49, 5, 10
2015/11/30, 53, 27, 28, 58, 6, 9
2015/12/1, 62, 33, 32, 55, 5, 9
2015/12/2, 70, 35, 25, 50, 5, 7
2015/12/3, 75, 30, 26, 51, 6, 6
2015/12/4, 65, 27, 32, 41, 5, 6
2015/12/5, 57, 25, 32, 37, 5, 6
2015/12/6, 56, 33, 23, 41, 6, 5
2015/12/7, 72, 29, 23, 51, 6, 5
2015/12/8, 68, 33, 22, 54, 7, 6
2015/12/9, 68, 30, 29, 50, 6, 6
2015/12/10, 70, 29, 20, 51, 7, 6
2015/12/11, 64, 29, 28, 43, 6, 5
2015/12/12, 61, 24, 19, 36, 6, 5
2015/12/13, 62, 33, 16, 44, 6, 5
2015/12/14, 78, 37, 7, 42, 5, 6
2015/12/15, 90, 33, 25, 52, 6, 6
2015/12/16, 70, 48, 16, 49, 6, 6
2015/12/17, 95, 36, 20, 59, 6, 6
2015/12/18, 79, 31, 19, 40, 5, 5
2015/12/19, 75, 26, 27, 44, 6, 5
2015/12/20, 57, 24, 26, 55, 6, 5
2015/12/21, 54, 17, 27, 42, 6, 4
2015/12/22, 70, 28, 28, 52, 5, 4
2015/12/23, 60, 22, 27, 41, 6, 3
2015/12/24, 54, 18, 26, 30, 5, 3
2015/12/25, 42, 23, 28, 22, 5, 2
2015/12/26, 60, 56, 28, 38, 5, 5
2015/12/27, 98, 37, 16, 36, 6, 4
2015/12/28, 75, 24, 26, 53, 6, 5
2015/12/29, 59, 20, 27, 37, 7, 3
2015/12/30, 50, , , , , 
2016/1/1, 64, 15, 19, 28, 9, 3
2016/1/2, 48, 17, 25, 37, 10, 3
2016/1/3, 42, 25, 21, 45, 12, 5
2015/7/1, 104, 33, 41, 70, 6, 7
2015/7/2, 77, 22, 30, 45, 5, 4
2015/7/3, 53, 33, 34, 43, 5, 3
2015/7/4, 81, 24, 30, 35, 6, 3
2015/7/5, 62, 23, 27, 50, 6, 4
2015/7/6, 60, 25, 28, 54, 6, 5
2015/7/7, 53, 24, 30, 39, 6, 4
2015/7/8, 59, 33, 39, 43, 5, 3
2015/7/9, 54, 28, 43, 66, 6, 5
2015/7/10, 63, 26, 32, 45, 7, 4
2015/7/11, 62, 19, 22, 39, 6, 5
2015/7/12, 57, 20, 17, 45, 7, 6
2015/7/13, 64, 19, 15, 40, 6, 5
2015/7/14, 58, 22, 19, 41, 5, 11
2015/7/15, 61, 33, 32, 54, 4, 4
2015/7/16, 71, 34, 32, 62, 6, 6
2015/7/17, 70, 26, 36, 56, 5, 5
2015/7/18, 66, 23, 34, 47, 4, 5
2015/7/19, 57, 31, 18, 46, 6, 6
2015/7/20, 74, 26, 23, 58, 6, 7
2015/7/21, 64, 25, 25, 59, 6, 6
2015/7/22, 62, 24, 29, 53, 5, 5
2015/7/23, 56, 29, 22, 59, 5, 5
2015/7/24, 70, 19, 28, 27, 4, 4
2015/7/25, 54, 23, 25, 50, 5, 7
2015/7/26, 63, 23, 24, 53, 6, 7
2015/7/27, 56, 19, 27, 48, 6, 7
2015/7/28, 48, 21, 24, 34, 5, 5
2015/7/29, 49, 31, 24, 40, 4, 2
2015/7/30, 49, 27, 36, 63, 6, 7
2015/7/31, 70, 33, 29, 48, 5, 6
2015/8/1, 66, 22, 47, 49, 5, 6
2015/8/2, 57, 26, 27, 44, 6, 7
2015/8/3, 66, 25, 29, 35, 4, 4
2015/8/4, 62, 27, 28, 48, 3, 6
2015/8/5, 70, 23, 26, 60, 6, 6
2015/8/6, 69, 26, 27, 54, 5, 4
2015/8/7, 67, 27, 42, 42, 4, 4
2015/8/8, 63, 22, 37, 50, 5, 4
2015/8/9, 62, 21, 22, 39, 5, 4
2015/8/10, 59, 22, 14, 43, 5, 3
2015/8/11, 56, 20, 22, 38, 5, 3
2015/8/12, 49, 31, 19, 29, 6, 4
2015/8/13, 76, 36, 26, 43, 7, 4
2015/8/14, 95, 25, 27, 27, 6, 3
2015/8/15, 65, 25, 24, 31, 6, 5
2015/8/16, 63, 27, 33, 43, 6, 4
2015/8/17, 65, 32, 22, 50, 7, 5
2015/8/18, 77, 23, 26, 53, 6, 6
2015/8/19, 69, 20, 19, 42, 7, 6
2015/8/20, 63, 21, 23, 45, 6, 6
2015/8/21, 65, 22, 38, 40, 7, 5
2015/8/22, 66, 24, 35, 43, 8, 5
2015/8/23, 71, 18, 17, 36, 9, 4
2015/8/24, 60, 22, 19, 44, 8, 5
2015/8/25, 63, 21, 20, 39, 7, 4
2015/8/26, 64, 24, 20, 46, 6, 4
2015/8/27, 67, 24, 23, 48, 6, 5
2015/8/28, 63, 20, 26, 42, 5, 4
2015/8/29, 62, 27, 22, 27, 2, 4
2015/8/30, 72, 16, 21, 30, 3, 3
2015/8/31, 54, 23, 19, 40, 5, 4
2015/9/1, 70, 23, 21, 41, 4, 4
2015/9/2, 67, 25, 22, 40, 3, 4
2015/9/3, 69, 22, 19, 41, 3, 3
2015/9/4, 69, 21, 20, 40, 3, 3
2015/9/5, 60, 21, 28, 32, 3, 4
2015/9/6, 61, 18, 20, 39, 2, 3
2015/9/7, 52, 16, 19, 39, 2, 3
2015/9/8, 51, 21, 22, 36, 3, 4
2015/9/9, 57, 31, 24, 48, 4, 5
2015/9/10, 72, 39, 32, 51, 5, 6
2015/9/11, 88, 25, 30, 44, 5, 6
2015/9/12, 67, 25, 23, 36, 5, 5
2015/9/13, 60, 26, 25, 41, 6, 7
2015/9/14, 64, 29, 26, 46, 7, 7
2015/9/15, 64, 24, 22, 41, 6, 4
2015/9/16, 56, 29, 28, 48, 7, 6
2015/9/17, 71, 32, 19, 74, 7, 5
2015/9/18, 69, 23, 28, 52, 3, 4
2015/9/19, 65, 30, 32, 51, 6, 7
2015/9/20, 86, 26, 24, 61, 8, 8
2015/9/21, 81, 21, 16, 55, 5, 4
2015/9/22, 58, 27, 14, 55, 6, 4
2015/9/23, 62, 27, 20, 57, 7, 6
2015/9/24, 67, 34, 21, 46, 4, 5
2015/9/25, 73, 30, 22, 45, 3, 5
2015/9/26, 74, 20, 24, 39, 2, 4
2015/9/27, 59, 24, 19, 47, 3, 4
2015/9/28, 59, 28, 19, 44, 2, 3
2015/9/29, 61, 31, 21, 43, 2, 4
2015/9/30, 65, 28, 24, 42, 2, 4
2015/4/1, 46, 23, 26, 42, 4, 5
2015/4/2, 55, 22, 20, 35, 4, 5
2015/4/3, 60, 23, 21, 31, 3, 4
2015/4/4, 66, 21, 27, 29, 2, 5
2015/4/5, 61, 26, 27, 36, 3, 5
2015/4/6, 70, 22, 24, 40, 4, 5
2015/4/7, 49, , , , , 
2015/4/9, 149, 60, 32, 67, 5, 4
2015/4/10, 144, 26, 35, 37, 4, 2
2015/4/11, 65, 24, 36, 41, 4, 
2015/4/12, 56, 28, 29, 45, 5, 2
2015/4/13, 65, 31, 36, 53, 6, 3
2015/4/14, 74, 37, 36, 55, 6, 4
2015/4/15, 89, 27, 24, 38, 4, 3
2015/4/16, 65, 22, 30, 39, 4, 1
2015/4/17, 52, 23, 35, 32, 3, 1
2015/4/18, 53, 23, 34, 34, 3, 15
2015/4/19, 54, 35, 35, 48, 3, 17
2015/4/20, 71, 34, 33, 49, 3, 13
2015/4/21, 69, 27, 30, 47, 3, 8
2015/4/22, 69, 30, 30, 59, 5, 4
2015/4/23, 76, 50, 33, 75, 7, 6
2015/4/24, 125, 26, 31, 51, 6, 4
2015/4/25, 77, 20, 27, 33, 5, 2
2015/4/26, 61, 28, 19, 37, 6, 3
2015/4/27, 66, 29, 26, 46, 6, 3
2015/4/28, 61, 49, 28, 62, 7, 4
2015/4/29, 70, 23, 28, 52, 6, 3
2015/4/30, 63, 26, 27, 43, 5, 3
2015/5/1, 58, 26, 25, 37, 6, 3
2015/5/2, 65, 20, 33, 34, 7, 3
2015/5/3, 64, 20, 37, 34, 7, 3
2015/5/4, 62, 28, 34, 39, 8, 2
2015/5/5, 72, 25, 33, 50, 7, 3
2015/5/6, 66, 26, 31, 69, 6, 5
2015/5/7, 69, 35, 27, 71, 6, 3
2015/5/8, 77, 25, 38, 46, 4, 4
2015/5/9, 50, 30, 37, 53, 4, 3
2015/5/10, 61, 27, 30, 61, 5, 5
2015/5/11, 64, 26, 35, 55, 5, 6
2015/5/12, 55, 31, 30, 57, 3, 5
2015/5/13, 59, 24, 25, 55, 4, 5
2015/5/14, 66, 28, 31, 50, 3, 5
2015/5/15, 62, 24, 39, 32, 3, 6
2015/5/16, 65, 25, 35, 42, 3, 7
2015/5/17, 57, 22, 33, 53, 5, 8
2015/5/18, 57, 20, 28, 50, 6, 7
2015/5/19, 50, 31, 29, 36, 3, 5
2015/5/20, 60, 31, 38, 63, 7, 5
2015/5/21, 73, 32, 21, 45, 6, 4
2015/5/22, 69, 26, 25, 30, 3, 2
2015/5/23, 60, 22, 28, 35, 4, 3
2015/5/24, 58, 25, 34, 27, 2, 3
2015/5/25, 62, 22, 31, 36, 2, 2
2015/5/26, 57, 26, 35, 49, 3, 3
2015/5/27, 70, 22, 35, 34, 4, 3
2015/5/28, 51, 24, 29, 47, 6, 3
2015/5/29, 59, 22, 30, 41, 5, 3
2015/5/30, 59, 21, 30, 31, 4, 2
2015/5/31, 51, 28, 32, 40, 5, 3
2015/6/1, 60, 24, 33, 38, 5, 3
2015/6/2, 58, 28, 27, 38, 5, 3
2015/6/3, 60, 37, 34, 65, 5, 4
2015/6/4, 71, 41, 26, 62, 6, 5
2015/6/5, 89, 21, 33, 34, 4, 2
2015/6/6, 50, 22, 37, 31, 2, 2
2015/6/7, 54, 28, 27, 40, 3, 3
2015/6/8, 61, 30, 31, 32, 2, 3
2015/6/9, 50, 26, 36, 44, 2, 3
2015/6/10, 55, 31, 45, 57, 4, 5
2015/6/11, 69, 48, 44, 67, 4, 6
2015/6/12, 98, 35, 30, 50, 6, 7
2015/6/13, 88, 30, 29, 35, 4, 5
2015/6/14, 69, 23, 30, 40, 3, 4
2015/6/15, 48, 32, 37, 62, 5, 6
2015/6/16, 66, 30, 21, 51, 6, 5
2015/6/17, 63, 39, 32, 33, 3, 4
2015/6/18, 66, 36, 31, 34, 3, 3
2015/6/19, 70, 29, 21, 47, 5, 6
2015/6/20, 71, 20, 28, 30, 4, 6
2015/6/21, 53, 24, 22, 41, 5, 6
2015/6/22, 54, 26, 28, 38, 3, 5
2015/6/23, 55, 26, 35, 77, 6, 8
2015/6/24, 68, 36, 35, 71, 7, 8
2015/6/25, 74, 30, 38, 77, 6, 7
2015/6/26, 70, 27, 32, 48, 5, 6
2015/6/27, 59, 25, 24, 49, 5, 8
2015/6/28, 61, 26, 35, 61, 6, 7
2015/6/29, 64, 34, 45, 77, 6, 7
2015/6/30, 68, 44, 69, 86, 5, 8
2015/1/1, 75, 17, 28, 27, 3, 4
2015/1/2, 42, 16, 21, 37, 2, 4
2015/1/3, 49, 33, 8, 36, 4, 7
2015/1/4, 88, 29, 14, 42, 5, 7
2015/1/5, 72, 19, 24, 36, 4, 7
2015/1/6, 51, 22, 24, 39, 4, 7
2015/1/7, 53, 19, 28, 40, 4, 7
2015/1/8, 50, 20, 31, 39, 5, 8
2015/1/9, 52, 11, 30, 25, 2, 6
2015/1/10, 32, 19, 26, 39, 3, 8
2015/1/11, 46, 17, 34, 39, 4, 8
2015/1/12, 45, 18, 29, 47, 6, 10
2015/1/13, 47, 18, 29, 43, 5, 8
2015/1/14, 44, 20, 34, 45, 6, 9
2015/1/15, 52, 25, 21, 35, 4, 9
2015/1/16, 53, 13, 12, 24, 3, 
2015/1/17, 47, 16, 13, 26, 3, 9
2015/1/18, 55, 26, 10, 41, 4, 6
2015/1/19, 75, 43, 10, 51, 7, 8
2015/1/20, 100, 32, 14, 43, 5, 8
2015/1/21, 82, 42, 6, 46, 4, 8
2015/1/22, 114, 54, 8, 53, 9, 12
2015/1/23, 132, 23, 26, 30, 2, 7
2015/1/24, 50, 36, 15, 44, 5, 11
2015/1/25, 69, 21, 23, 36, 3, 5
2015/1/26, 49, 17, 10, 39, 4, 8
2015/1/27, 48, 13, 25, 42, 5, 9
2015/1/28, 28, 10, 23, 42, 7, 6
2015/1/29, 32, 17, 21, 40, 7, 6
2015/1/30, 44, 14, 21, 36, 6, 5
2015/1/31, 42, 17, 27, 28, 4, 3
2015/2/1, 37, 27, 13, 39, 5, 5
2015/2/2, 53, 25, 18, 49, 4, 5
2015/2/3, 61, 33, 15, 47, 4, 5
2015/2/4, 64, 20, 18, 37, 2, 4
2015/2/5, 48, 22, 18, 23, 2, 4
2015/2/6, 42, 22, 17, 42, 1, 4
2015/2/7, 63, 38, 23, 36, 2, 5
2015/2/8, 68, 37, 15, 41, 3, 6
2015/2/9, 86, 44, 16, 49, 6, 8
2015/2/10, 84, 43, 20, 38, 5, 8
2015/2/11, 97, 55, 4, 49, 6, 7
2015/2/12, 126, 41, 23, 47, 5, 6
2015/2/13, 98, 19, 25, 36, 5, 4
2015/2/14, 52, 42, 14, 38, 5, 6
2015/2/15, 99, 36, 13, 44, 6, 7
2015/2/16, 89, 21, 20, 31, 2, 3
2015/2/17, 52, 27, 25, 38, 4, 6
2015/2/18, 63, 26, 28, 42, 5, 6
2015/2/19, 61, 22, 23, 46, 5, 6
2015/2/20, 50, 18, 26, 33, 5, 5
2015/2/21, 49, 13, 30, 29, 5, 7
2015/2/22, 44, 22, 29, 44, 7, 8
2015/2/23, 51, 20, 23, 35, 6, 8
2015/2/24, 47, 26, 17, 41, 5, 9
2015/2/25, 54, 31, 14, 58, 3, 6
2015/2/26, 51, 29, 17, 46, 6, 5
2015/2/27, 61, 18, 28, 31, 4, 3
2015/2/28, 45, 17, 32, 21, 3, 2
2015/3/1, 43, 18, 29, 37, 5, 4
2015/3/2, 42, 20, 28, 42, 6, 6
2015/3/3, 45, 25, 26, 41, 3, 4
2015/3/4, 50, 29, 19, 48, 6, 6
2015/3/5, 64, 24, 29, 43, 4, 6
2015/3/6, 55, 36, 28, 36, 4, 6
2015/3/7, 76, 30, 27, 36, 4, 6
2015/3/8, 64, 24, 19, 38, 4, 6
2015/3/9, 63, 33, 18, 49, 3, 5
2015/3/10, 61, 43, 20, 41, 4, 7
2015/3/11, 99, 41, 19, 43, 4, 4
2015/3/12, 95, 33, 22, 34, 3, 3
2015/3/13, 80, 25, 26, 19, , 2
2015/3/14, 66, 35, 21, 20, 1, 2
2015/3/15, 81, 42, 12, 33, 4, 5
2015/3/16, 104, 62, 10, 31, 3, 5
2015/3/17, 156, 56, 24, 32, 1, 4
2015/3/18, 143, 49, 32, 37, 1, 3
2015/3/19, 106, 48, 35, 48, 3, 5
2015/3/20, 110, 24, 29, 31, 2, 3
2015/3/21, 55, 29, 29, 24, 2, 3
2015/3/22, 44, 25, 17, 40, 4, 6
2015/3/23, 71, 30, 23, 45, 4, 5
2015/3/24, 59, 39, 16, 49, 4, 7
2015/3/25, 82, 19, 27, 37, 5, 4
2015/3/26, 49, 24, 28, 46, 6, 5
2015/3/27, 54, 20, 25, 31, 4, 4
2015/3/28, 54, 15, 32, 30, 4, 4
2015/3/29, 36, 19, 29, 34, 4, 5
2015/3/30, 41, 13, 32, 21, 3, 4
2015/3/31, 30, 20, 29, 35, 4, 4
2014/10/1, 69, 32, 11, 36, 3, 6
2014/10/2, 72, 36, 21, 48, 4, 7
2014/10/3, 83, 24, 19, 28, 2, 3
2014/10/4, 61, 21, 15, 33, 3, 5
2014/10/5, 56, 22, 19, 36, 3, 5
2014/10/6, 58, 26, 22, 46, 5, 6
2014/10/7, 63, 25, 19, 40, 4, 6
2014/10/8, 63, 25, 23, 30, 3, 2
2014/10/9, 57, 22, 13, 34, 3, 4
